topic_number,topic_name,content_item_title,content_item_url,content_item_probability,content_item_id
-1,Outliers,Uganda terror attack: compensation for victims,https://gov.uk/government/news/uganda-terror-attack-compensation-for-victims,0.003,10c9589b-1b4d-4f97-9faa-6da8f97f765d
-1,Outliers,Compensation if you're a victim of crime abroad,https://gov.uk/compensation-victim-crime-abroad,0.003,13b078bf-af35-4d1d-8547-2e9422d615ba
-1,Outliers,Senegal: lawyers,https://gov.uk/government/publications/senegal-list-of-lawyers,0.006,153d2c3f-baf3-403d-a217-ad4eede1bd0f
-1,Outliers,Living in The Bahamas,https://gov.uk/guidance/living-in-the-bahamas,0.019,164bbec2-4e5c-4bf8-9dee-7163d7dcb6e3
-1,Outliers,Finland: credit/debit card payment authorisation slip,https://gov.uk/government/publications/passport-credit-debit-card-payment-authorisation-slip-finland,0.019,16df742e-2b5e-461b-b3a0-7373617da6a9
-1,Outliers,Albania: credit / debit card payment authorisation slip,https://gov.uk/government/publications/credit-debit-card-payment-authorisation-slip-albania,0.019,19eebd8d-2ca8-4f54-b4c5-333024e3b58f
-1,Outliers,Sri Lanka: hospitalised abroad,https://gov.uk/government/publications/hospitalisation-in-sri-lanka-information-pack,0.018,1beb2e6d-e0a9-4c39-b5b7-f811b4ec0678
-1,Outliers,Living in Armenia,https://gov.uk/guidance/living-in-armenia,0.015,1bf26c3b-b05c-412c-92a8-291a7c146a21
-1,Outliers,Murcia terror attack: compensation for victims,https://gov.uk/government/news/murcia-terror-attack-compensation-for-victims,0.003,1cec8a1f-3c59-4d41-8eab-e2eeb64958ce
-1,Outliers,Cuba: lawyers,https://gov.uk/government/publications/cuba-list-of-lawyers--2,0.006,1d3952f9-3d4e-473d-939e-339a69c7075b
-1,Outliers,Italy: UK solicitors,https://gov.uk/government/publications/italy-list-of-uk-solicitors,0.005,1d618b1e-a018-47ad-8e41-25111efb5052
-1,Outliers,Netherlands: translators,https://gov.uk/government/publications/netherlands-list-of-translators-and-interpreters,0.009,1dc65d3f-d1c8-403c-8d20-d4aed3d3d08f
-1,Outliers,Request oxygen therapy while visiting Spain: template letter,https://gov.uk/government/publications/request-oxygen-therapy-while-visiting-spain-template-letter,0.092,1f1f5e76-fde8-4680-b82f-d6c874b55db0
-1,Outliers,Paris terror attack: compensation for victims,https://gov.uk/government/news/paris-terror-attack-compensation-for-victims,0.003,2389c40a-9805-4e85-ba7b-48270e4d5d88
-1,Outliers,Foreign travel insurance,https://gov.uk/guidance/foreign-travel-insurance,0.069,2670e6d7-7b1a-44b5-8728-1407614799b4
-1,Outliers,Myanmar (Burma): doctors,https://gov.uk/government/publications/myanmar-list-of-medical-facilitiespractitioners,0.004,27ece749-e6fd-4b26-8f13-6d22b65b1994
-1,Outliers,Turkmenistan: lawyers,https://gov.uk/government/publications/turkmenistan-list-of-lawyers,0.011,2b02649e-14bb-4ad8-a8c8-fc1ef805a550
-1,Outliers,"Moving, living or retiring abroad",https://gov.uk/guidance/moving-living-or-retiring-abroad,0.017,2fbec8b7-c49e-481c-8acf-59d0ac4448dd
-1,Outliers,Cyprus: travelling with children,https://gov.uk/government/publications/cyprus-travelling-with-children,0.030,3232e8c6-6d0a-44b1-b2c8-ff38f646d9c1
-1,Outliers,Panama City hotels during coronavirus (COVID-19),https://gov.uk/government/news/panama-city-hotels-during-coronavirus-covid-19,0.017,32c0b4c4-b741-4212-805b-4f7f8d6e1360
-1,Outliers,Living in Antigua & Barbuda,https://gov.uk/guidance/living-in-antigua-barbuda,0.012,358653d2-1380-4a51-9b9d-aad52a26eedb
-1,Outliers,Overseas business risk for Mozambique,https://gov.uk/government/publications/overseas-business-risk-mozambique,0.004,362a3b88-b331-4b7e-a676-777862136fd1
-1,Outliers,Living in Kazakhstan,https://gov.uk/guidance/living-in-kazakhstan,0.009,3e4ee9ee-9f67-47c4-a9f5-c5db9fc3d070
-1,Outliers,Mongolia: lawyers and translators/interpreters,https://gov.uk/government/publications/mongolia-list-of-lawyers,0.008,412972c5-98d4-418a-9573-c2ace3267d9b
-1,Outliers,Information and events for British citizens in Belgium,https://gov.uk/government/news/information-and-events-for-british-citizens-in-belgium,0.207,4261ba2a-69dd-4f7f-a377-bd394c5346bc
-1,Outliers,Living in Turkmenistan,https://gov.uk/guidance/living-in-turkmenistan,0.010,448a4c19-e528-479a-a351-a69f5e1f4d20
-1,Outliers,Solomon Islands: doctors and medical facilities,https://gov.uk/government/publications/solomon-islands-doctors-and-medical-facilities,0.005,48bf66a3-f87e-4076-908d-850bf5bc4ad3
-1,Outliers,Living in Saint Vincent and the Grenadines,https://gov.uk/guidance/living-in-stvincent,0.012,48fcf485-482d-4fd3-8b30-f9a09cf64098
-1,Outliers,Living in Chile,https://gov.uk/guidance/living-in-chile-guidance,0.015,4980e300-6c4c-4183-bfdd-03d9a9a91c4e
-1,Outliers,Paraguay: translators and interpreters,https://gov.uk/government/publications/list-of-translators-and-interpreters-in-paraguay,0.017,49917b9a-bf29-4b38-9531-6dc59aa9252a
-1,Outliers,France: emergency shelters and essential services,https://gov.uk/government/publications/emergency-shelter-and-other-services-in-paris,0.163,49e34639-9156-4926-8577-3c6eb91997e4
-1,Outliers,Information and outreach events for British citizens in Malta,https://gov.uk/government/news/information-and-outreach-events-for-british-citizens-in-malta,0.058,4b1b0876-78d7-4494-80b5-3b285017d1a6
-1,Outliers,Visa-free short term touring allowed in 20 member states,https://gov.uk/government/news/visa-free-short-term-touring-allowed-in-20-member-states,0.044,4c48aee3-9865-4f20-b9a0-eef8483e09cf
-1,Outliers,Turkmenistan: money transfer agents,https://gov.uk/government/publications/turkmenistan-money-transfer-agents,0.006,4c6672ae-0549-4c7a-bdab-c33e98e9f33e
-1,Outliers,Denmark: lawyers,https://gov.uk/government/publications/denmark-list-of-lawyers,0.004,4c6af589-b5ca-45a0-8a8f-9709f9d4258a
-1,Outliers,Netherlands: lawyers,https://gov.uk/government/publications/netherlands-list-of-lawyers,0.004,4dd684a4-8b5a-42e8-b228-edca23b00991
-1,Outliers,Living in Honduras,https://gov.uk/guidance/living-in-honduras,0.023,52f5f3c3-81d7-42b2-a9ec-ccbb2d6f10ec
-1,Outliers,ब्रिटेन ने भारत में फंसे हुए ब्रिटिश यात्रियों को निकालने के लिए 17 और चार्टर उड़ानों की घोषणा की,https://gov.uk/government/news/17-more-charter-flights-from-india-to-return-thousands-of-stranded-brits.hi,0.085,53a32deb-ff6c-41ad-aa3c-c63548770e9e
-1,Outliers,Lithuania: translators,https://gov.uk/government/publications/list-of-english-speaking-lawyers-and-translators,0.010,554a0782-8311-4cb7-bc43-3c70ca36135d
-1,Outliers,Ecuador: credit/debit card authorisation form,https://gov.uk/government/publications/creditdebit-card-authorisation-form,0.025,55858855-6184-411a-bd34-bc455a3ac0aa
-1,Outliers,Compensation for victims of terrorist attacks abroad,https://gov.uk/compensation-victim-terrorist-attack,0.003,55f00ebb-d8ea-4711-9ac8-ce785ae0427f
-1,Outliers,FCDO consular services abroad: exchange rates,https://gov.uk/government/publications/fco-consular-services-abroad-exchange-rates,0.031,57b84e92-1b73-4c56-b14b-26f1f33adeb2
-1,Outliers,"126th Canton Fair, Guangzhou, China travel advice",https://gov.uk/government/news/126th-canton-fair-guangzhou-china-travel-advice,0.051,5cc6d173-f2dd-4a01-8533-03cae829fc4d
-1,Outliers,Portugal: criminal injuries compensation scheme,https://gov.uk/government/publications/criminal-injuries-compensation-scheme-in-portugal,0.003,5e6a9a90-7694-40f7-81c4-aa2d489c776b
-1,Outliers,Poland: credit card payment authorisation form,https://gov.uk/government/publications/credit-card-payment-authorisation-form-poland,0.023,5e7c1a2e-f46f-4279-aa6d-4aeb537198fe
-1,Outliers,Uzbekistan: medical facilities and practitioners,https://gov.uk/government/publications/uzbekistan-list-of-medical-facilitiespractitioners,0.007,65a1d036-3117-4dee-81a7-c9d2389d935b
-1,Outliers,Maritime passenger rights: your journey,https://gov.uk/guidance/maritime-passenger-rights-your-journey,0.063,6736a926-ef78-4528-a3c4-868b2c58e2d6
-1,Outliers,Youth Mobility Scheme for Uruguayan and British citizens: 2025,https://gov.uk/government/news/youth-mobility-scheme-for-uruguayan-and-british-citizens-2025,0.014,6875913c-312a-4ddc-a169-7269d9dec3d3
-1,Outliers,Arctic travel safety advice,https://gov.uk/guidance/arctic-travel-safety-advice,0.020,6935b8bc-f5fb-4540-b555-c02df5a67dd6
-1,Outliers,Spain: legal aid,https://gov.uk/government/publications/legal-aid-in-spain,0.007,6aded1d3-ad32-4d01-b4e8-2a1ef69179f5
-1,Outliers,Madagascar: lawyers,https://gov.uk/government/publications/madagascar-list-of-lawyers,0.008,6c44e61c-e99e-48b5-a702-ffdad32eca91
-1,Outliers,‘Get Ready for Brexit’ campaign launches in Greece,https://gov.uk/government/news/get-ready-for-brexit-campaign-launches-in-greece,0.304,6e88af63-1d31-4e5a-a91e-642bf9c72fd3
-1,Outliers,I servizi consolari in Italia,https://gov.uk/guidance/consular-services-in-italy.it,0.037,6fbca212-5735-4009-b03d-16ddc65aedf3
-1,Outliers,Burundi: doctors,https://gov.uk/government/publications/burundi-list-of-medical-facilitiespractitioners,0.010,70301330-5c82-41f7-8181-d1584ad3a0ec
-1,Outliers,USA: lawyers,https://gov.uk/government/publications/usa-list-of-lawyers,0.005,7315b21b-b528-49a9-be4c-60a9c1c8e44d
-1,Outliers,UK visa payment changes for Sierra Leone applications,https://gov.uk/government/news/uk-visa-payment-changes-for-sierra-leone-applications,0.036,73a259c9-e59f-4a20-b640-aedd50582698
-1,Outliers,Antigua and Barbuda: lawyers,https://gov.uk/government/publications/antigua-list-of-lawyers--2,0.006,73f4ae06-e693-4059-97f6-031f5a626f1e
-1,Outliers,Professional services if you are abroad,https://gov.uk/guidance/professional-services-if-you-are-abroad,0.011,74df910c-ab4b-4083-a00f-33291e05e607
-1,Outliers,Seychelles: lawyers,https://gov.uk/government/publications/seychelles-list-of-lawyers,0.004,76e19231-9c83-4883-9c6b-1e61b917ff08
-1,Outliers,Living in Albania,https://gov.uk/guidance/living-in-albania,0.010,775fa36a-f51e-467a-a1f9-2ec8492f7ade
-1,Outliers,Cyprus: card payment authorisation slip,https://gov.uk/government/publications/passport-credit-debit-card-payment-authorisation-slip-cyprus,0.019,78376ad3-a793-4964-a111-18e37d902c97
-1,Outliers,Philippines travel during coronavirus (COVID-19): Department of Tourism contacts,https://gov.uk/government/news/philippines-travel-during-coronavirus-covid-19-department-of-tourism-contacts,0.019,7b409d9b-1dbb-404a-bfa8-604dcd71f472
-1,Outliers,Programa de Movilidad Juvenil/Working Holiday para uruguayos y británicos,https://gov.uk/government/news/youth-mobility-scheme-for-uruguayan-and-british-citizens.es-419,0.014,7e648f6a-bdfa-49cc-b801-1654aaa25ec9
-1,Outliers,IOM Portugal supports UK nationals to register for residency,https://gov.uk/government/news/iom-portugal-supports-uk-nationals-to-register-for-residency,0.017,7ecf54cd-b511-4e3c-b567-ea5eef1407bb
-1,Outliers,Attestation forms for travel to and within France,https://gov.uk/government/news/attestation-forms-for-travel-to-and-within-france,0.144,80513481-0aad-44ee-9abf-14a218dae575
-1,Outliers,Living in Kyrgyzstan,https://gov.uk/guidance/living-in-kyrgyzstan,0.013,805b7b48-8452-4fe3-8d43-d135f108e56a
-1,Outliers,Netherlands: card payment authorisation slip,https://gov.uk/government/publications/credit-card-payment-authorisation-form-netherlands,0.019,873bcf7b-6d31-4301-902f-3f9fd218c99e
-1,Outliers,Belize: lawyers,https://gov.uk/government/publications/belize-list-of-lawyers,0.006,87e2ab91-35c9-4b8f-ad38-9d215412ade2
-1,Outliers,Reporting a crime abroad and getting help,https://gov.uk/guidance/victim-of-crime-abroad,0.029,89158534-b223-4c02-ae03-bfbfa128d588
-1,Outliers,UK sends life-saving aid to the people of Myanmar following devastating earthquake,https://gov.uk/government/news/uk-sends-life-saving-aid-to-the-people-of-myanmar-following-devastating-earthquake,0.039,8ad7949a-0ed0-42ef-822f-3bcc4c9f7d8a
-1,Outliers,Incesante trabajo de la embajada en Chile tiempos de coronavirus,https://gov.uk/government/news/tireless-work-by-the-embassy-in-chile-during-coronavirus-times.es-419,0.019,8b7b9a17-9111-4b75-a92a-25991f922ef1
-1,Outliers,Iceland: lawyers,https://gov.uk/government/publications/iceland-list-of-lawyers,0.005,8bb00e34-46a7-4603-a9a0-45a0567b0098
-1,Outliers,Eritrea: lawyers and translators,https://gov.uk/government/publications/eritrea-list-of-lawyers,0.010,8c4e25f1-4c5d-43c1-a7fb-224ee0fb36cf
-1,Outliers,Voisins Voices – newsletter for the British community in France,https://gov.uk/government/publications/voisins-voices-a-newsletter-for-the-british-community-in-france,0.052,8db6c850-00e6-4225-8790-69fd0a9192a0
-1,Outliers,Azerbaijan: doctors,https://gov.uk/government/publications/azerbaijan-list-of-medical-facilitiespractitioners,0.010,94bd13ae-e876-40c1-aaff-071f401d0a85
-1,Outliers,Passaparola: newsletter for the British community in Italy,https://gov.uk/government/collections/passaparola-the-newsletter-for-the-british-community-living-in-italy,0.110,9993e752-ed51-4050-9f41-985cbac35281
-1,Outliers,Credit/Debit Card Payment Authorisation Slip – South Africa,https://gov.uk/government/publications/passport-credit-debit-card-payment-authorisation-slip-south-africa,0.019,99ed9765-c718-43c8-8c5d-7ba35bff79c7
-1,Outliers,Botschaft des britischen Außenministers Dominic Raab an Österreich zum 75. Jahrestag des Endes des 2. Weltkrieges in Europa,https://gov.uk/government/news/a-message-to-austria-from-foreign-secretary-dominic-raab-on-the-75th-anniversary-of-ve-day.de,0.372,9c2b52fd-ab79-4bf6-a6e8-84a996d4c55e
-1,Outliers,Bangladesh: hospitalised abroad,https://gov.uk/government/publications/bangladesh-hospitalised-abroad,0.019,9c9109d8-8fa0-4dcc-b413-e5fdaf7fb72c
-1,Outliers,Ireland: lawyers,https://gov.uk/government/publications/ireland-list-of-lawyers,0.004,9cf5bace-e54f-47d3-ac52-63644d1c130f
-1,Outliers,Youth Mobility Scheme for Uruguayan and British citizens,https://gov.uk/government/news/youth-mobility-scheme-for-uruguayan-and-british-citizens,0.014,9d04cdf2-8771-4988-a02e-78683bebc62d
-1,Outliers,Lille LOSC v Chelsea: travel advice,https://gov.uk/government/news/lille-losc-v-chelsea-travel-advice,0.040,9d11c7f2-145c-4f81-acb8-1e1b39729d3e
-1,Outliers,"Advice for fans travelling to Belgrade, Serbia for the UEFA Europa League match",https://gov.uk/government/news/advice-for-fans-travelling-to-belgrade-serbia-for-the-uefa-europa-league-match,0.012,9deb51e4-7222-4ada-aef1-89f8f7e25400
-1,Outliers,Latest Brexit updates for British nationals in Slovenia,https://gov.uk/government/news/latest-brexit-updates-for-british-nationals-in-slovenia,0.070,a06141f1-f834-46aa-b92c-610ad2d504e1
-1,Outliers,Legalisation: next-day service providers,https://gov.uk/government/publications/legalisation-next-day-service-providers,0.014,a1401eaa-3152-4e61-812e-6f2574bffbec
-1,Outliers,Czech Republic: credit/debit card payment authorisation form,https://gov.uk/government/publications/czech-republic-credit-card-payment-authorization-form,0.022,a21bcd30-8acd-4b8a-a315-97be8ac6360c
-1,Outliers,"Foreign, Commonwealth and Development Office (FCDO) consular information: disclaimer",https://gov.uk/guidance/foreign-commonwealth-development-office-fcdo-consular-information-disclaimer,0.037,a2724abf-ab40-47d5-9357-4ef759c5fd3c
-1,Outliers,Consular services fees,https://gov.uk/guidance/consular-services-fees,0.033,a3131500-5497-415b-822a-0417b5905a5a
-1,Outliers,Travel advice for moving around France,https://gov.uk/government/news/advice-for-moving-around-france,0.139,a398178b-35b5-4b48-a0b1-8a5ce2ca3455
-1,Outliers,Cuba: Medical Facilities,https://gov.uk/government/publications/cuba-list-of-medical-facilitiespractitioners,0.006,a40b88b7-0b71-4115-8250-6e5185acf5fb
-1,Outliers,Living in Argentina,https://gov.uk/guidance/living-in-argentina,0.016,a40f4a63-8014-4a15-8b58-449225037548
-1,Outliers,Youth Mobility Scheme: UK and Andorra,https://gov.uk/government/news/youth-mobility-scheme-uk-and-andorra,0.013,a54aa09e-826d-4222-90a3-3da221dcf186
-1,Outliers,Enjoy a trouble-free summer music festival season in Montenegro,https://gov.uk/government/news/enjoy-a-trouble-free-summer-music-festival-season-in-montenegro,0.014,a5b9af47-5ebb-4287-aaad-2de34b36e474
-1,Outliers,Passaparola newsletter - issue one,https://gov.uk/government/publications/passaparola-newsletter-issue-1,0.062,a5ece444-91ee-46e0-9443-0d58910bc104
-1,Outliers,Hospitalisation in Egypt: information pack,https://gov.uk/government/publications/hospitalisation-in-egypt-information-pack,0.007,ac831b85-33f6-4816-8bda-0aee3a237153
-1,Outliers,Philippines travel during coronavirus (COVID-19): local car rentals,https://gov.uk/government/news/philippines-travel-during-coronavirus-covid-19-local-car-rentals,0.019,ad6b7313-b6b6-4b45-a997-d26d3598528a
-1,Outliers,"South Africa: Rehabilitation, recovery and residential treatment",https://gov.uk/government/publications/south-africa-rehabilitation-recovery-and-residential-treatment,0.014,b25e8cd0-b2bf-4370-ad0e-57d574f51045
-1,Outliers,Burundi: lawyers,https://gov.uk/government/publications/burundi-list-of-lawyers,0.004,b2e03bd6-fd51-417f-84d0-92fb105dc2f9
-1,Outliers,Living in Italy,https://gov.uk/guidance/living-in-italy,0.126,b4d8ea94-04fa-4cf9-b268-3410a1572b54
-1,Outliers,Cote d’Ivoire: list of lawyers,https://gov.uk/government/publications/cote-divoire-list-of-lawyers,0.004,b5aa8c79-2275-4d42-8563-03ce55c9a290
-1,Outliers,Global Entry: apply for faster entry to the USA ,https://gov.uk/global-entry-usa,0.019,b620ff66-a8fb-4ebc-8820-8f7f8e2ec699
-1,Outliers,British Embassy and Consulates in China on social media,https://gov.uk/government/news/british-embassy-and-consulates-in-china-on-social-media,0.044,b9b018e6-d457-4e6d-a28b-794d6a253855
-1,Outliers,Finland: lawyers,https://gov.uk/government/publications/finland-list-of-lawyers,0.004,b9b1aafa-1c38-40d8-a597-ce3ab404faaf
-1,Outliers,Governo Britânico suspende viagens da América do Sul para evitar propagação de novas variantes da COVID-19,https://gov.uk/government/news/governo-britanico-suspende-viagens-da-america-do-sul-para-evitar-propagacao-de-novas-variantes-da-covid-19.pt,0.019,bb759cc3-e2e0-41d5-b38a-6b524ba4e18f
-1,Outliers,Get permission to take a child abroad,https://gov.uk/permission-take-child-abroad,0.034,bc771015-24b6-4a63-af8b-205165d153d9
-1,Outliers,Parental child abduction abroad,https://gov.uk/government/collections/child-abduction,0.016,bfb20cb7-0e29-42b2-8964-2888edce9006
-1,Outliers,Chile: translators and interpreters,https://gov.uk/government/publications/chile-list-of-translators-and-interpreters,0.016,bfe30a47-278f-4d54-b743-de2a4c7955fc
-1,Outliers,Programa de Movilidad Juvenil para Uruguayos y Británicos,https://gov.uk/government/news/youth-mobility-scheme-for-uruguayan-and-british-citizens-2025.es-419,0.012,c5984d40-476e-4cb7-900d-00bddd04ff8f
-1,Outliers,Το Ελληνικό Υπουργείο Εξωτερικών διασφαλίζει τα δικαιώματα των Βρετανών στην Ελλάδα,https://gov.uk/government/news/414352.el,0.277,c6fec62b-5c4a-4069-abf9-cdf8db02c649
-1,Outliers,Compensation: Bondi Beach terror attack,https://gov.uk/government/news/compensation-bondi-beach-terror-attack,0.003,c985aaa2-73c0-46c6-b0a4-94080235844e
-1,Outliers,Living in Russia,https://gov.uk/guidance/living-in-russia,0.010,ca2821ac-c8a0-4dbd-8863-e84b1cfc78db
-1,Outliers,Italy: English-speaking notaries,https://gov.uk/government/publications/italy-list-of-english-speaking-notaries,0.008,ce52e713-9c0e-4deb-a59b-45f650377a19
-1,Outliers,Turkmenistan: list of medical facilities,https://gov.uk/government/publications/list-of-medical-facilitiespractitioners-in-turkmenistan,0.010,cf519add-5190-4e0d-80b7-4e3c1b552056
-1,Outliers,Philippines: doctors and medical facilities,https://gov.uk/government/publications/philippines-list-of-medical-facilities,0.005,cf7f539c-abf8-43e7-83aa-8772daa4d0ea
-1,Outliers,Living in Belarus,https://gov.uk/guidance/living-in-belarus,0.009,d2a8b123-a6a1-4f41-8b89-c2b6081bc9b8
-1,Outliers,Greece: medical facilities,https://gov.uk/government/publications/medical-facilities,0.005,d3da4d91-cf78-4e37-b877-038ada80cf70
-1,Outliers,Preparing for winter sports abroad,https://gov.uk/guidance/winter-sports-stay-safe-on-the-slopes,0.078,d5151730-f665-48d7-a959-8d36359da338
-1,Outliers,Cuba: translators and interpreters,https://gov.uk/government/publications/cuba-list-of-translators-and-interpreters,0.008,d55fb3d7-2ef4-4711-b47d-3b8b9c2dabcf
-1,Outliers,HMA Kate Smith’s outreach engagement continues,https://gov.uk/government/news/hma-kate-smiths-outreach-engagement-continues,0.169,d5fe1891-471b-468b-9cd3-05492237e809
-1,Outliers,Medical repatriation companies in the UK,https://gov.uk/guidance/medical-repatriation-companies-in-the-uk,0.014,d8910534-c9d7-4568-9057-aed4b384ef87
-1,Outliers,Travel to Italy for work,https://gov.uk/guidance/travel-to-italy-for-work,0.176,dac98558-4fb5-4027-93e5-6eeb652414b8
-1,Outliers,Jordan: doctors and medical facilities,https://gov.uk/government/publications/list-of-medical-practitioners-in-amman,0.005,e1f2421e-63e9-4fb5-a142-ed2c27796d06
-1,Outliers,Latvia: lawyers list,https://gov.uk/government/publications/latvia-list-of-lawyers,0.005,e206693a-f02d-41f1-9453-0a21e1826ce5
-1,Outliers,"125th Canton Fair, Guangzhou, China travel advice",https://gov.uk/government/news/125th-canton-fair-guangzhou-china-travel-advice,0.051,e357f58b-ce48-4aaa-991c-05fd3031b876
-1,Outliers,Hand luggage restrictions at UK airports,https://gov.uk/hand-luggage-restrictions,0.012,e4bc5866-0a69-4af0-b5af-c79007550784
-1,Outliers,Living in Serbia,https://gov.uk/guidance/living-in-serbia,0.012,e57322c3-ffc3-4818-bda7-1eb776ec7d9f
-1,Outliers,Liberia: lawyers,https://gov.uk/government/publications/liberia-list-of-lawyers,0.005,e6a66dbb-6e60-4a46-bfba-dc3dd32abecc
-1,Outliers,Helping British people overseas: Consular services 2016 to 2020,https://gov.uk/government/publications/helping-british-people-overseas-consular-services-2016-2020,0.036,e6f1ef6a-f2d6-45d4-b026-355ff632c7a2
-1,Outliers,Arrested or in prison in Germany,https://gov.uk/guidance/arrested-or-in-prison-in-germany,0.010,e7bc5d54-c650-45c2-9637-277c2dd662b1
-1,Outliers,Cuba: forensic medicine institutions,https://gov.uk/government/publications/cuba-list-of-forensic-medicine-institutions,0.006,e9f87082-bd52-4d06-87f9-8446e33a5ba7
-1,Outliers,Slovakia: credit card authorisation form,https://gov.uk/government/publications/credit-card-authorisation-form--2,0.022,ec29e441-abcd-405a-bb9c-1f2b2bc431fa
-1,Outliers,'2020 – un año como ningún otro' - Reflexiones sobre un tiempo muy ocupado en Chile,https://gov.uk/government/news/2020-a-year-like-no-other-reflections-about-very-busy-times-in-chile.es-419,0.017,eeaf1629-7b93-401c-8075-116a47c4c3e0
-1,Outliers,Ευχαριστήριο μήνυμα των γονέων του άτυχου Βρετανού Robert Frome,https://gov.uk/government/news/426875.el,0.091,ef7b82ab-72bd-4f0b-85ab-3b730216dc80
-1,Outliers,Tonga: doctors and medical facilities,https://gov.uk/government/publications/tonga-doctors-and-medical-facilities,0.005,f3b77cb7-da63-42b2-9906-513cb26b90b7
-1,Outliers,Consular services in Italy,https://gov.uk/guidance/consular-services-in-italy,0.120,f8a7d76d-dbc6-4a2e-80bf-e9c9c8dec5c5
-1,Outliers,"Travelling to the EU, Switzerland, Norway, Iceland or Liechtenstein for work",https://gov.uk/government/collections/travelling-to-the-eu-switzerland-norway-iceland-or-liechtenstein-for-work,0.099,f8aadb56-eaf8-4192-bc6c-1d93c300afcd
-1,Outliers,Living in Kosovo,https://gov.uk/guidance/living-in-kosovo,0.010,f8c90c55-b62c-4640-8457-3ce553dc6675
-1,Outliers,British Embassy and Thai authorities roll out bilingual police report,https://gov.uk/government/news/british-embassy-thai-authorities-roll-out-bilingual-police-report,0.009,fbd481ad-8e0b-4e2d-9447-96ce47a8c48a
-1,Outliers,Coronavirus (COVID-19) per chi viaggia,https://gov.uk/government/news/437445.it,0.021,ff3b6980-c65c-46b6-834f-8662187c5ddb
0,Death Abroad Procedures,Democratic Republic of Congo: English speaking Funeral Directors,https://gov.uk/government/publications/list-of-funeral-directors-in-drc,0.957,007ab9eb-0a07-48f4-a584-99ae83704eef
0,Death Abroad Procedures,When someone dies in Kuwait,https://gov.uk/government/publications/kuwait-bereavement-information,0.971,00e0da0e-aa23-426f-a990-383d62d2e5ab
0,Death Abroad Procedures,"Spain travel advice: Foreign Office statement, 14 March 2020",https://gov.uk/government/news/fco-statement-on-spain-travel-advice,0.951,00f28f06-6ef0-4668-bebe-954c30725e9f
0,Death Abroad Procedures,Iceland: doctors,https://gov.uk/government/publications/iceland-list-of-medical-facilitiespractitioners,1.000,024e82a7-9a7f-4146-b271-333222b8cc80
0,Death Abroad Procedures,Turkmenistan: funeral directors,https://gov.uk/government/publications/list-of-funeral-directors-in-turkmenistan,0.385,02627279-45c5-40e2-8436-6360896b3eae
0,Death Abroad Procedures,Cyprus: hospitals,https://gov.uk/government/publications/cyprus-list-of-hospitals,0.515,027a8e0e-c683-4162-ae42-11deb34bb526
0,Death Abroad Procedures,When someone dies in South Africa,https://gov.uk/guidance/when-someone-dies-in-south-africa,0.935,02bb0309-2bce-414b-b2cd-1b72589d03b7
0,Death Abroad Procedures,Dominican Republic: medical facilities and practitioners,https://gov.uk/government/publications/dominican-republic-list-of-medical-facilities-and-practitioners,0.693,02fecc28-2bc7-431d-a7c4-222f8fe5071d
0,Death Abroad Procedures,When someone dies in Belgium,https://gov.uk/government/publications/bereavement-information-pack-belgium,1.000,0394d031-462b-4afd-994c-3c437f41c2a4
